Latin name,Trophic Level,Medium,Taxonomic kingdom,Taxonomic phylum or division,Taxonomic subphylum,Taxonomic superclass,Taxonomic class,Taxonomic order,Taxonomic family
Penium margaritaceum,ALGAE,Freshwater,Plantae,Charophyta,,,Conjugatophyceae,Desmidales,Peniaceae
Chlorogonium sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlamydomonadales,Haematococcaceae
Merismopedia tenuissima,ALGAE,Freshwater,Eubacteria,Cyanobacteria,,,Cyanophyceae,Synechoccales,Merismopediaceae
Pandorina morum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlamydomonales,Volvocaceae
Gonium sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlamydomonales,Goniaceae
Closterium moniliferum,ALGAE,Freshwater,Plantae,Charophyta,,,Conjugatophyceae,Desmidales,Closteriaceae
Leptolyngbya sp,ALGAE,Freshwater,Eubacteria,Cyanobacteria,,,Cyanophyceae,Synechococcales,Leptolyngbaceae
Micractinium pusillum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Trebouxiophyceae,Chlorellales,Chlorellaceae
Pseudanabaena mucicola,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Nostocaceae
Closterium ehrenbergii,ALGAE,Freshwater,Plantae,Charophyta,,,Conjugatophyceae,Desmidales,Closteriaceae
Cosmarium obtusatum,ALGAE,Freshwater,Plantae,Charophyta,,,Conjugatophyceae,Desmidales,Desmidaceae
Eudorina sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlamydomonales,Volvocaceae
Daphnia spinulata,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Gambusia yucatana,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae
Dendrocephalus brasiliensis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anostraca,Thamnocephalidae
Euplotes vannus,ALGAE,Saltwater,Chromista,Ciliophora,Intramacronucleata,,Spirotrichea,Euplotida,Euplotidae
Cherax quadricarinatus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Parastacidae
Neohelice granulata,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Varunidae
Prorocentrum minimum,ALGAE,Saltwater,Protoctista,Dinoflagellata,Pyrrhophyta,,Dinophyceae,Prorocentrales,Prorocentraceae
Prymnesium parvum,ALGAE,Saltwater,,Haptophyta,,,Prymnesiophyceae,Prymnesiales,Prymnesiaceae
Aedes epactius,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Libellula sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Odonata,Libellulidae
Chlamydomonas globosa,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Chlamydomonadaceae
Oryzias sinensis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Beloniformes,Adrianichthyidae
Melanotaenia splendida ssp inornata,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Melanotaeniidae
Mogurnda mogurnda,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Eleotridae
Ambassis macleayi,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Ambassidae
Amerianna cumingi,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,,Planorbidae
Chironomus crassiforceps,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chironomidae
Craterocephalus marianae,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Atherinidae
Dadaya macrops,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Chydoridae
Latonopsis fasciculata,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Sididae
Melanotaenia nigrans,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Melanotaeniidae
Pseudomugil tenellus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Pseudomugilidae
Balanus improvisus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Sessilia,Balanidae
Coregonus hoyi,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae
Pectinaria californiensis,INVERT,Saltwater,Animalia,Annelida,,,Polychaeta,Canalipalpata,Pectinariidae
Chelon labrosus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae
Xenopus sp,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Pipidae
Crassostrea rhizophorae,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Ostreoida,Ostreidae
Dictyosphaerium chlorelloides,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Dictyosphaeriaceae
Rana cyanophlyctis,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Ranidae
Chlamydomonas bullosa,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Chlamydomonadaceae
Atheriniformes,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,
Craterocephalus marjoriae,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Atheriniformes,Atherinidae
Macrobrachium sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Pylodictis olivaris,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Ictaluridae
Polyodon spathula,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Polyodontidae
Pomoxis annularis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae
Ictiobus cyprinellus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Catostomidae
Helicopsyche sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Trichoptera,Helicopsychidae
Stenonema sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Heptageniidae
Atherix sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Athericidae
Lumbriculus inconstans,INVERT,Freshwater,Animalia,Annelida,,,Clitellata,Lumbriculida,Lumbriculidae
Simulium sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Simuliidae
Elliptio dilatata,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Unionidae
Paragnetina sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Plecoptera,Perlidae
Orconectes sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Cambaridae
Biomphalaria havanensis,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Planorbidae
Herotilapia multispinosa,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Echinogammarus berilloni,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Gammaridae
Platymonas sp,ALGAE,Saltwater,Plantae,Prasinophyta,,,Prasinophyceae,Pyramimonadales,Platymonadaceae
Isognomon californicum,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Pterioida,Isognomonidae
Nucella lima,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Neogastropoda,Muricidae
Streptocephalus dichotomus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anostraca,Streptocephalidae
Tanypus bilobatus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chironomidae
Anisops bouvieri,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Heteroptera,Notonectidae
Platygobio gracilis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Brachythermis contaminata,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Odonata,Libellulidae
Parapristipoma trilineatum,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Haemulidae
Sebastes schlegeli,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Scorpaeniformes,Scorpaenidae
Seriola quinqueradiata,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Carangidae
Neomysis mercedis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Mysida,Mysidae
Salvelinus confluentus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae
Polypedilum nubifer,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chironomidae
Tisbe bulbisetosa,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Harpacticoida,Tisbidae
Neoniphargus sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Neoniphargidae
Galaxias maculatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Osmeriformes,Galaxiidae
Galaxias truttaceus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Osmeriformes,Galaxiidae
Marsupenaeus japonicus,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Tilapia hornorum,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Apareiodon affinis,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Characiformes,Characidae
Bryconamericus boops,FISH,Freshwater,Animalia,Chordata,Animalia,Osteichthyes,Actinopterygii,Characiformes,Characidae
Cnesterodon decemmaculatus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Poeciliidae
Plecostomus commersoni,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Pimelodidae
Oscillatoria limnetica,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Oscillatoriaceae
Idotea sp,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Isopoda,Idoteidae
Pediastrum sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Sphaeropleales,Hydrodictyaceae
Staurastrum cristatum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Zygnematales,Desmidiaceae
Stichococcus bacillaris,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Ulotrichales,Ulotrichaceae
Chlamydomonas intermedia,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Chlamydomonadaceae
Staurastrum sebaldi,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Zygnematales,Desmidiaceae
Navicula incerta,ALGAE,Freshwater,Chromista,Bacillariophyta,,,Bacillariophyceae,Pennales,Naviculaceae
Scenedesmus costatum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Scenedesmaceae
Oophila sp,ALGAE,Freshwater,Eubacteria,Cyanobacteria,,,Cyanophyceae,Chlorococcales,Chlorococcaceae
Coregonus fera,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae
Laminaria hyperborea,ALGAE,Saltwater,Chromista,Phaeophyta,,,Phaeophyceae,Laminariales,Laminariaceae
Paracerceis sculpta,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Isopoda,Sphaeromatidae
Ulothrix subconstricta,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Ulotrichales,Ulotrichaceae
Nannochloropsis gaditana,ALGAE,Saltwater,Plantae,Chlorophyta,,,Trebouxiophyceae,Chlorellales,Chlorellaceae
Pithophora oedogonia,ALGAE,Freshwater,Plantae,Chlorophyta,,,Ulvophyceae,Cladophorales,Pithophoraceae
Daphnia parvula,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Monoraphidium pusillum,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Pteronarcella sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Plecoptera,Pteronarcyidae
Moina australiensis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Cladocera,Moinidae
Tisbe battagliai,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Harpacticoida,Tisbidae
Hydra sp,INVERT,Freshwater,Animalia,Cnidaria,,,Hydrozoa,Hydroida,Hydridae
Dineutus americanus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Gyrinidae
Gerris remigis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Heteroptera,Gerridae
Acipenser transmontanus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Acipenseriformes,Acipenseridae
Macrobrachium naso,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Palaemonidae
Pseudanabaena sp,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Nostocaceae
Oscillatoria sp,ALGAE,Freshwater,Monera,Cyanophycota,,,Cyanophyceae,Nostocales,Oscillatoriaceae
Unio ravoisieri,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoida,Unionidae
Monoporeia affinis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Pontoporeiidae
Berosus styliferus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Hydrophilidae
Thalassiosira sp,ALGAE,Saltwater,Chromista,Bacillariophyta,,,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae
Fundulus grandis,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cyprinodontiformes,Cyprinodontidae
Tandanus tandanus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Bagridae
Lecane luna,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Lecanidae
Culex restuans,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Culex melanurus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Aedes canadensis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Laccophilus fasciatus,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Dytiscidae
Chaoborus punctipennis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chaoboridae
Neoplea striola,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Heteroptera,Pleidae
Simulium vittatum,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Simuliidae
Hydrophilus sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Hydrophilidae
Pungitius pungitius,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Gasterosteiformes,Gasterosteidae
Caenis horaria,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Caenidae
Chaoborus obscuripes,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chaoboridae
Anisus vortex,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Basommatophora,Planorbidae
Polyarthra remata,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Synchaetidae
Caenis luctuosa,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Caenidae
Anuraeopsis sp,INVERT,Saltwater,Animalia,Rotifera,,,Monogononta,Ploima,Brachionidae
Asplanchna sp,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Asplanchnidae
Pleuronectes americanus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae
Ambassis ranga,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centropomidae
Alona affinis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Chydoridae
Hediste diversicolor,INVERT,Saltwater,Animalia,Annelida,,,Polychaeta,Aciculata,Nereididae
Tanypus nubifer,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Chironomidae
Hynobius retardatus,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Caudata,Hynobiidae
Rana chensinensis,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Ranidae
Aedes euedes,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Aedes stimulans,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Sarotherodon galilaeus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Mesocyclops hyalinus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Maxillopoda,Cyclopoida,Cyclopidae
Mugil carinatus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae
Berosus sp,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Coleoptera,Hydrophilidae
Caridina denticulata,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Atyidae
Nereis glandicincta,INVERT,Saltwater,Animalia,Annelida,,,Polychaeta,Aciculata,Nereididae
Uca pugnax,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Ocypodidae
Culex pipiens ssp. pallens,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Diptera,Culicidae
Rhamdia sapo,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Heptapteridae
Limnodynastes peroni,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Limnodynastidae
Adelotus brevis,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Anura,Myobatrachidae
Scenedesmus opoliensis,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Scenedesmaceae
Stenotomus chrysops,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Asterias forbesii,INVERT,Saltwater,Animalia,Echinodermata,Eleutherozoa,,Asteroidea,Forcipulatida,Asteriidae
Nassarius obsoletus,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Neogastropoda,Nassariidae
Nereis virens,INVERT,Saltwater,Animalia,Annelida,,,Polychaeta,Aciculata,Nereididae
Monoraphidium griffithii,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Meretrix meretrix,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Veneridae
Paratelphusa spinigera,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Parathelphusidae
Ambloplites rupestris,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Centrarchidae
Caenorhabditis elegans,INVERT,Freshwater,Animalia,Nemata,,,Secernentea,Rhabditida,Rhabditidae
Chlorella autotrophica,ALGAE,Freshwater,Plantae,Chlorophyta,,,Chlorophyceae,Chlorococcales,Oocystaceae
Dendrocoelum lacteum,INVERT,Freshwater,Animalia,Platyhelminthes,,,Turbellaria,Tricladida,Dendrocoelidae
Mugil sp,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae
Grandidierella japonica,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Amphipoda,Corophiidae
Ephemera japonica,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Ephemeridae
Chrysophrys major,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Hexagenia rigida,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Ephemeridae
Tetraselmis gracilis,ALGAE,Saltwater,Plantae,Chlorophyta,,,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae
Lophopodella carteri,INVERT,Freshwater,Animalia,Ectoprocta,,,Phylactolaemata,Plumatellida,Lophopodidae
Pectinatella magnifica,INVERT,Freshwater,Animalia,Ectoprocta,,,Phylactolaemata,Plumatellida,Pectinatellidae
Rhithropanopeus harrisii,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Panopeidae
Ischnochiton hakodadensis,INVERT,Saltwater,Animalia,Mollusca,,,Polyplacophora,Neoloricata,Ischnochitonidae
Daphnia lumholzi,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Garra mullya,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Ephemerella ignita,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Ephemeroptera,Ephemerellidae
Leuctra inermis,INVERT,Freshwater,Animalia,Arthropoda,Hexapoda,,Insecta,Plecoptera,Leuctridae
Penaeus merguiensis,INVERT,Saltwater,Animalia,Arthropoda,Crustacea,,Malacostraca,Decapoda,Penaeidae
Scapholeberis mucronata,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Scapholeberis microcephala,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Daphniidae
Acantholeberis curvirostris,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Macrthricidae
Acroperus harpae,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anompoda,Chydoridae
Acroperus elongatus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Anompoda,Chydoridae
Alona quadrangularis,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Chydoridae
Eurycercus lamellatus,INVERT,Freshwater,Animalia,Arthropoda,,,Branchiopoda,Anomopoda,Eurycercidae
Disparalona rostrata,INVERT,Freshwater,Animalia,Arthropoda,,,Branchiopoda,Diplostraca,Chydoridae
Pleuroxus truncatus,INVERT,Freshwater,Animalia,Arthropoda,Crustacea,,Branchiopoda,Diplostraca,Chydoridae
Haliotis sp,INVERT,Saltwater,Animalia,Mollusca,,,Gastropoda,Archaeogastropoda,Haliotididae
Mytilus sp,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Mytiloida,Mytilidae
Enteromorpha sp,ALGAE,Freshwater,Plantae,Chlorophyta,,,Ulvophyceae,Ulvales,Ulvaceae
Lecane hamata,INVERT,Freshwater,Animalia,Rotifera,,,Monogononta,Ploima,Lecanidae
Leptodea fragilis,INVERT,Freshwater,Animalia,Mollusca,,,Bivalvia,Unionoidea,Unionidae
Cottus bairdi,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Scorpaeniformes,Cottidae
Nereis diversicolor,INVERT,Saltwater,Animalia,Annelida,,,Polychaeta,Aciculata,Nereididae
Cichlasoma managuense,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Cichlidae
Argopecten irradians,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Ostreoida,Pectinidae
Spisula solidissima,INVERT,Saltwater,Animalia,Mollusca,,,Bivalvia,Veneroida,Mactridae
Cynoglossus joyneri,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Pleuronectiformes,Soleidae
Acrocheilus alutaceus,FISH,Freshwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Cypriniformes,Cyprinidae
Dunaliella minuta,ALGAE,Saltwater,Plantae,Chlorophyta,,,Chlorophyceae,Volvocales,Dunaliellaceae
Scorpaenichthys marmoratus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Scorpaeniformes,Cottidae
Loligo opalescens,INVERT,Saltwater,Animalia,Mollusca,,,Cephalopoda,Teuthida,Loliginidae
Potamopyrgus jenkinsi,INVERT,Freshwater,Animalia,Mollusca,,,Gastropoda,Neotaenioglossa,Hydrobiidae
Ulva reticulata,ALGAE,Saltwater,Plantae,Chlorophyta,,,Chlorophyceae,Ulotrichales,Ulvaceae
Ambystoma jeffersonianum,AMPHIB,Freshwater,Animalia,Chordata,Vertebrata,,Amphibia,Caudata,Ambystomatidae
Trochilia minuta,INVERT,Saltwater,Animalia,Ciliophora,,,Phyllopharyngea,Dysteriida,Dysteriidae
Chilodonella uncinata,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Cyrtophorida,Chilododontidae
Euplotes sp,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Hypotrichida,Euplotidae
Aspidisca cicada,INVERT,Saltwater,Animalia,Ciliophora,,,Ciliatea,Hypotrichida,Aspidiscidae
Aspidisca lynceus,INVERT,Saltwater,Animalia,Ciliophora,,,Ciliatea,Hypotrichida,Aspidiscidae
Spirostomum teres,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Heterotrichida,Spirostomidae
Blepharisma americanum,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Heterotrichida,Spirostomidae
Euplotes patella,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Hypotrichida,Euplotidae
Uronema nigricans,INVERT,Saltwater,Animalia,Ciliophora,,,Ciliatea,Hymenostomatida,Uronematidae
Euplotes affinis,INVERT,Freshwater,Animalia,Ciliophora,,,Ciliatea,Hypotrichida,Euplotidae
Dexiotricha granulosa,INVERT,Freshwater,Chromista,Ciliophora,,,Oligohymenophorea,Philasterida,Loxocephalidae
Arius felis,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Siluriformes,Ariidae
Archosargus probatocephalus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sparidae
Micropogonias undulatus,FISH,Saltwater,Animalia,Chordata,Vertebrata,Osteichthyes,Actinopterygii,Perciformes,Sciaenidae
